#;OrderNumber;OrderDate;Product Name;Warehouse Code;Channel;City;Country;Customer Names;Region Group;ABC_XYZ;RFM;Order Quantity;Unit Price;Line Total;Total Unit Cost;Profit;Margin
5187;SO - 0003524;06.07.2015;Product 5;AXW291;Wholesale;Odessa;Ukraine;Niconovum Corp;Top Regions;AZ;331;9;984,9;8864,1;512,148;4254,768;48
5188;SO - 0003476;29.06.2015;Product 5;AXW291;Distributor;Odessa;Ukraine;Medline;Top Regions;AZ;331;9;830,8;7477,2;697,872;1196,352;16
5189;SO - 0007239;19.09.2016;Product 5;AXW291;Wholesale;Odessa;Ukraine;S.S.S. Group;Top Regions;AZ;155;10;3906,1;39061;2695,209;12108,91;31
5190;SO - 0006295;30.05.2016;Product 5;AXW291;Export;Odessa;Ukraine;AuroMedics Corp;Top Regions;AZ;245;10;1125,6;11256;709,128;4164,72;37
5191;SO - 0004348;19.10.2015;Product 5;AXW291;Wholesale;Odessa;Ukraine;3LAB, Ltd;Top Regions;AZ;333;12;2693,4;32320,8;1131,228;18746,064;58
5192;SO - 0005227;25.01.2016;Product 5;AXW291;Distributor;K?ln (Cologne);Germany;Trigen;Top Regions;AZ;244;6;6056,8;36340,8;4118,624;11629,056;32
5193;SO - 0005602;14.03.2016;Product 5;AXW291;Distributor;K?ln (Cologne);Germany;Ei;Top Regions;AZ;241;6;268;1608;174,2;562,8;35
5194;SO - 000956;08.09.2014;Product 5;AXW291;Export;K?ln (Cologne);Germany;Nipro;Top Regions;AZ;512;6;167,5;1005;85,425;492,45;49
5195;SO - 0006515;27.06.2016;Product 5;AXW291;Wholesale;K?ln (Cologne);Germany;Medline;Top Regions;AZ;242;8;1078,7;8629,6;744,303;2675,176;31
5196;SO - 0003621;20.07.2015;Product 5;AXW291;Wholesale;K?ln (Cologne);Germany;Qualitest;Top Regions;AZ;334;9;3852,5;34672,5;2465,6;12482,1;36
5197;SO - 0005759;28.03.2016;Product 5;AXW291;Wholesale;K?ln (Cologne);Germany;New Ltd;Top Regions;AZ;244;9;3919,5;35275,5;2978,82;8466,12;24
5198;SO - 0005829;04.04.2016;Product 5;AXW291;Export;K?ln (Cologne);Germany;Niconovum Corp;Top Regions;AZ;244;10;1125,6;11256;574,056;5515,44;49
5199;SO - 0006799;01.08.2016;Product 5;AXW291;Wholesale;K?ln (Cologne);Germany;Linde;Top Regions;AZ;154;11;3497,4;38471,4;2937,816;6155,424;16
5200;SO - 0002144;19.01.2015;Product 5;AXW291;Distributor;K?ln (Cologne);Germany;Pacific Ltd;Top Regions;AZ;423;11;1125,6;12381,6;619,08;5571,72;45
5201;SO - 000885;25.08.2014;Product 5;AXW291;Wholesale;K?ln (Cologne);Germany;PEDIFIX, Corp;Top Regions;AZ;514;12;3986,5;47838;2870,28;13394,64;28
5202;SO - 0003035;11.05.2015;Product 5;AXW291;Wholesale;K?ln (Cologne);Germany;Llorens Ltd;Top Regions;AZ;422;12;4006,6;48079,2;1843,036;25962,768;54
5203;SO - 0007252;19.09.2016;Product 5;AXW291;Export;K?ln (Cologne);Germany;Uriel Group;Top Regions;AZ;155;12;5386,8;64641,6;4417,176;11635,488;18
5204;SO - 0005142;18.01.2016;Product 5;AXW291;Wholesale;Torino (Turin);Italy;Medline;Mid Regions;AZ;242;6;1018,4;6110,4;661,96;2138,64;35
5205;SO - 0003641;20.07.2015;Product 5;AXW291;Wholesale;Torino (Turin);Italy;Winthrop;Mid Regions;AZ;334;7;2211;15477;1392,93;5726,49;37
5206;SO - 0004861;14.12.2015;Product 5;AXW291;Distributor;Torino (Turin);Italy;S.S.S. Group;Mid Regions;AZ;333;7;891,1;6237,7;499,016;2744,588;44
5207;SO - 000338;23.06.2014;Product 5;AXW291;Wholesale;Torino (Turin);Italy;Bare;Mid Regions;AZ;512;8;1755,4;14043,2;930,362;6600,304;47
5208;SO - 0002229;26.01.2015;Product 5;AXW291;Wholesale;Torino (Turin);Italy;Linde;Mid Regions;AZ;424;8;2653,2;21225,6;2069,496;4669,632;22
5209;SO - 0003008;04.05.2015;Product 5;AXW291;Distributor;Torino (Turin);Italy;Linde;Mid Regions;AZ;423;8;857,6;6860,8;403,072;3636,224;53
5210;SO - 0006324;06.06.2016;Product 5;AXW291;Export;Torino (Turin);Italy;New Ltd;Mid Regions;AZ;243;8;1809;14472;741,69;8538,48;59
5211;SO - 0003481;29.06.2015;Product 5;AXW291;Distributor;Torino (Turin);Italy;PEDIFIX, Corp;Mid Regions;AZ;331;9;1708,5;15376,5;1435,14;2460,24;16
5212;SO - 0002633;23.03.2015;Product 5;AXW291;Wholesale;Torino (Turin);Italy;Rochester Ltd;Mid Regions;AZ;421;10;2907,8;29078;2297,162;6106,38;21
5213;SO - 0007065;29.08.2016;Product 5;AXW291;Wholesale;Torino (Turin);Italy;U.S. Ltd;Mid Regions;AZ;151;11;247,9;2726,9;195,841;572,649;21
5214;SO - 0007808;21.11.2016;Product 5;AXW291;Wholesale;Torino (Turin);Italy;Weimei Corp;Mid Regions;AZ;154;11;1701,8;18719,8;748,792;10483,088;56
5215;SO - 0005916;18.04.2016;Product 5;AXW291;Distributor;Torino (Turin);Italy;U.S. Ltd;Mid Regions;AZ;243;11;5808,9;63897,9;2555,916;35782,824;56
5216;SO - 0006786;25.07.2016;Product 5;AXW291;Export;Torino (Turin);Italy;Linde;Mid Regions;AZ;155;11;214,4;2358,4;177,952;400,928;17
5217;SO - 0007021;29.08.2016;Product 5;AXW291;Export;Torino (Turin);Italy;U.S. Ltd;Mid Regions;AZ;151;11;214,4;2358,4;141,504;801,856;34
5218;SO - 000359;30.06.2014;Product 5;AXW291;Wholesale;ZAGREB;Croatia;OUR Ltd;Top Regions;AZ;511;5;1125,6;5628;776,664;1744,68;31
5219;SO - 0007562;31.10.2016;Product 5;AXW291;Wholesale;ZAGREB;Croatia;Ole Group;Top Regions;AZ;154;5;5487,3;27436,5;3292,38;10974,6;40
5220;SO - 000574;21.07.2014;Product 5;AXW291;Export;ZAGREB;Croatia;Select;Top Regions;AZ;515;5;1876;9380;1350,72;2626,4;28
5221;SO - 0001794;15.12.2014;Product 5;AXW291;Wholesale;ZAGREB;Croatia;OHTA'S Corp;Top Regions;AZ;422;6;1855,9;11135,4;1354,807;3006,558;27
5222;SO - 0005462;22.02.2016;Product 5;AXW291;Distributor;ZAGREB;Croatia;OHTA'S Corp;Top Regions;AZ;245;6;2391,9;14351,4;1602,573;4735,962;33
5223;SO - 0003055;11.05.2015;Product 5;AXW291;Wholesale;ZAGREB;Croatia;Pacific Ltd;Top Regions;AZ;422;8;2499,1;19992,8;1949,298;4398,416;22
5224;SO - 0006482;27.06.2016;Product 5;AXW291;Wholesale;ZAGREB;Croatia;Select;Top Regions;AZ;242;8;3892,7;31141,6;1634,934;18062,128;58
5225;SO - 0002416;23.02.2015;Product 5;AXW291;Wholesale;ZAGREB;Croatia;Medsep Group;Top Regions;AZ;424;9;804;7236;393,96;3690,36;51
5226;SO - 0006911;15.08.2016;Product 5;AXW291;Distributor;ZAGREB;Croatia;Fenwal, Corp;Top Regions;AZ;153;10;3899,4;38994;3119,52;7798,8;20
5227;SO - 000610;28.07.2014;Product 5;AXW291;Wholesale;ZAGREB;Croatia;Rochester Ltd;Top Regions;AZ;511;11;3865,9;42524,9;3054,061;8930,229;21
5228;SO - 0006254;30.05.2016;Product 5;AXW291;Wholesale;ZAGREB;Croatia;Ohio;Top Regions;AZ;245;12;1802,3;21627,6;1189,518;7353,384;34
5229;SO - 0006506;27.06.2016;Product 5;AXW291;Wholesale;ZAGREB;Croatia;Medline;Top Regions;AZ;242;12;6157,3;73887,6;4433,256;20688,528;28
5230;SO - 000483;14.07.2014;Product 5;AXW291;Distributor;ZAGREB;Croatia;Select;Top Regions;AZ;512;12;864,3;10371,6;700,083;1970,604;19
5231;SO - 0007943;12.12.2016;Product 5;AXW291;Distributor;ZAGREB;Croatia;Capweld;Top Regions;AZ;152;12;1005;12060;492,45;6150,6;51
5232;SO - 0003800;10.08.2015;Product 5;AXW291;Wholesale;Zaporozhye;Ukraine;Niconovum Corp;Top Regions;AZ;333;5;5621,3;28106,5;2754,437;14334,315;51
5233;SO - 0005185;25.01.2016;Product 5;AXW291;Distributor;Zaporozhye;Ukraine;Dharma Ltd;Top Regions;AZ;244;5;2398,6;11993;1703,006;3477,97;29
5234;SO - 0007231;19.09.2016;Product 5;AXW291;Export;Zaporozhye;Ukraine;ETUDE Ltd;Top Regions;AZ;155;5;5735,2;28676;2580,84;15771,8;55
5235;SO - 000667;04.08.2014;Product 5;AXW291;Wholesale;Zaporozhye;Ukraine;21st Ltd;Top Regions;AZ;515;6;904,5;5427;461,295;2659,23;49
5236;SO - 0004662;23.11.2015;Product 5;AXW291;Wholesale;Zaporozhye;Ukraine;AuroMedics Corp;Top Regions;AZ;335;6;5949,6;35697,6;2498,832;20704,608;58
5237;SO - 0001673;01.12.2014;Product 5;AXW291;Wholesale;Zaporozhye;Ukraine;New Ltd;Top Regions;AZ;513;7;1092,1;7644,7;786,312;2140,516;28
5238;SO - 0002535;09.03.2015;Product 5;AXW291;Wholesale;Zaporozhye;Ukraine;Ei;Top Regions;AZ;421;7;5360;37520;2840,8;17634,4;47
5239;SO - 000831;18.08.2014;Product 5;AXW291;Wholesale;Zaporozhye;Ukraine;Medsep Group;Top Regions;AZ;515;8;2619,7;20957,6;1074,077;12364,984;59
5240;SO - 0006655;11.07.2016;Product 5;AXW291;Wholesale;Zaporozhye;Ukraine;Bare;Top Regions;AZ;153;8;1145,7;9165,6;618,678;4216,176;46
5241;SO - 0003151;25.05.2015;Product 5;AXW291;Distributor;Zaporozhye;Ukraine;Ei;Top Regions;AZ;424;8;1005;8040;603;3216;40
5242;SO - 0006700;18.07.2016;Product 5;AXW291;Distributor;Zaporozhye;Ukraine;O.E. Ltd;Top Regions;AZ;154;9;1031,8;9286,2;794,486;2135,826;23
5243;SO - 0007868;28.11.2016;Product 5;AXW291;Distributor;Zaporozhye;Ukraine;Sundial;Top Regions;AZ;151;9;850,9;7658,1;433,959;3752,469;49
5244;SO - 0004502;02.11.2015;Product 5;AXW291;Wholesale;Zaporozhye;Ukraine;Ei;Top Regions;AZ;333;11;3986,5;43851,5;2391,9;17540,6;40
5245;SO - 0006366;06.06.2016;Product 5;AXW291;Wholesale;L?dz;Poland;O.E. Ltd;Mid Regions;AZ;243;5;1715,2;8576;1080,576;3173,12;37
5246;SO - 0005494;29.02.2016;Product 5;AXW291;Distributor;L?dz;Poland;WakeFern;Mid Regions;AZ;241;5;1306,5;6532,5;718,575;2939,625;45
5247;SO - 000479;14.07.2014;Product 5;AXW291;Export;L?dz;Poland;Medsep Group;Mid Regions;AZ;512;5;1078,7;5393,5;506,989;2858,555;53
5248;SO - 0007112;05.09.2016;Product 5;AXW291;Distributor;L?dz;Poland;21st Ltd;Mid Regions;AZ;152;6;3169,1;19014,6;2440,207;4373,358;23
5249;SO - 0004200;28.09.2015;Product 5;AXW291;Wholesale;L?dz;Poland;OHTA'S Corp;Mid Regions;AZ;335;7;221,1;1547,7;112,761;758,373;49
5250;SO - 0005529;29.02.2016;Product 5;AXW291;Wholesale;L?dz;Poland;Elorac, Corp;Mid Regions;AZ;241;7;241,2;1688,4;113,364;894,852;53
5251;SO - 0002562;16.03.2015;Product 5;AXW291;Distributor;L?dz;Poland;Burt's Corp;Mid Regions;AZ;422;7;4013,3;28093,1;2287,581;12080,033;43
5252;SO - 0003442;22.06.2015;Product 5;AXW291;Wholesale;L?dz;Poland;3LAB, Ltd;Mid Regions;AZ;334;10;6378,4;63784;3061,632;33167,68;52
5253;SO - 0006439;20.06.2016;Product 5;AXW291;Distributor;L?dz;Poland;Procter Corp;Mid Regions;AZ;242;10;864,3;8643;432,15;4321,5;50
5254;SO - 0006741;25.07.2016;Product 5;AXW291;Wholesale;L?dz;Poland;Linde;Mid Regions;AZ;155;11;5165,7;56822,7;2996,106;23865,534;42
5255;SO - 0006907;15.08.2016;Product 5;AXW291;Distributor;L?dz;Poland;Ei;Mid Regions;AZ;153;11;850,9;9359,9;714,756;1497,584;16
5256;SO - 0003640;20.07.2015;Product 5;AXW291;Export;L?dz;Poland;Pacific Ltd;Mid Regions;AZ;334;12;1165,8;13989,6;489,636;8113,968;58
5257;SO - 0005835;11.04.2016;Product 5;AXW291;Export;L?dz;Poland;OHTA'S Corp;Mid Regions;AZ;242;12;1092,1;13105,2;709,865;4586,82;35
5258;SO - 0002009;05.01.2015;Product 5;AXW291;Wholesale;Marseille;France;Llorens Ltd;Top Regions;AZ;425;5;830,8;4154;440,324;1952,38;47
5259;SO - 000752;11.08.2014;Product 5;AXW291;Distributor;Marseille;France;E. Ltd;Top Regions;AZ;514;6;1936,3;11617,8;1142,417;4763,298;41
5260;SO - 0007788;21.11.2016;Product 5;AXW291;Distributor;Marseille;France;Llorens Ltd;Top Regions;AZ;154;6;1922,9;11537,4;999,908;5537,952;48
5261;SO - 0004326;12.10.2015;Product 5;AXW291;Distributor;Marseille;France;Winthrop;Top Regions;AZ;331;7;5366,7;37566,9;3488,355;13148,415;35
5262;SO - 0004784;07.12.2015;Product 5;AXW291;Wholesale;Marseille;France;Mylan Corp;Top Regions;AZ;332;8;2532,6;20260,8;1519,56;8104,32;40
5263;SO - 0005357;15.02.2016;Product 5;AXW291;Distributor;Marseille;France;Weimei Corp;Top Regions;AZ;244;8;1085,4;8683,2;759,78;2604,96;30
5264;SO - 0001609;24.11.2014;Product 5;AXW291;Wholesale;Marseille;France;3LAB, Ltd;Top Regions;AZ;515;9;1842,5;16582,5;1529,275;2819,025;17
5265;SO - 0001580;24.11.2014;Product 5;AXW291;Distributor;Marseille;France;Pacific Ltd;Top Regions;AZ;515;11;1159,1;12750,1;567,959;6502,551;51
5266;SO - 0002870;20.04.2015;Product 5;AXW291;Wholesale;RIGA;Latvia;OUR Ltd;Top Regions;AZ;424;5;3242,8;16214;2529,384;3567,08;22
5267;SO - 0007949;12.12.2016;Product 5;AXW291;Wholesale;RIGA;Latvia;3LAB, Ltd;Top Regions;AZ;152;5;207,7;1038,5;99,696;540,02;52
5268;SO - 0006202;23.05.2016;Product 5;AXW291;Distributor;RIGA;Latvia;Procter Corp;Top Regions;AZ;244;6;174,2;1045,2;69,68;627,12;60
5269;SO - 0001694;08.12.2014;Product 5;GUT930;Wholesale;RIGA;Latvia;Niconovum Corp;Top Regions;AZ;424;7;1112,2;7785,4;756,296;2491,328;32
5270;SO - 000170;09.06.2014;Product 5;AXW291;Distributor;RIGA;Latvia;Apollo Ltd;Top Regions;AZ;511;8;227,8;1822,4;107,066;965,872;53
5271;SO - 0004210;28.09.2015;Product 5;AXW291;Wholesale;RIGA;Latvia;PEDIFIX, Corp;Top Regions;AZ;335;10;3510,8;35108;1966,048;15447,52;44
5272;SO - 0004969;01.01.2016;Product 5;AXW291;Wholesale;RIGA;Latvia;Dharma Ltd;Top Regions;AZ;241;10;1045,2;10452;480,792;5644,08;54
5273;SO - 0005346;08.02.2016;Product 5;GUT930;Distributor;RIGA;Latvia;Winthrop;Top Regions;AZ;242;10;1085,4;10854;759,78;3256,2;30
5274;SO - 0001806;15.12.2014;Product 5;AXW291;Export;RIGA;Latvia;AuroMedics Corp;Top Regions;AZ;422;10;3926,2;39262;3219,484;7067,16;18
5275;SO - 0003206;25.05.2015;Product 5;GUT930;Wholesale;RIGA;Latvia;Weimei Corp;Top Regions;AZ;424;12;1058,6;12703,2;476,37;6986,76;55
5276;SO - 0004365;19.10.2015;Product 5;AXW291;Distributor;RIGA;Latvia;Procter Corp;Top Regions;AZ;333;12;2391,9;28702,8;1459,059;11194,092;39
5277;SO - 0003152;25.05.2015;Product 5;GUT930;Wholesale;Lvov;Ukraine;Prasco Group;Mid Regions;AZ;424;6;2338,3;14029,8;1894,023;2665,662;19
5278;SO - 0003456;29.06.2015;Product 5;GUT930;Wholesale;Lvov;Ukraine;OHTA'S Corp;Mid Regions;AZ;331;6;3926,2;23557,2;2905,388;6124,872;26
5279;SO - 0004100;14.09.2015;Product 5;GUT930;Wholesale;Lvov;Ukraine;Dharma Ltd;Mid Regions;AZ;333;6;1018,4;6110,4;478,648;3238,512;53
5280;SO - 0007845;28.11.2016;Product 5;GUT930;Wholesale;Lvov;Ukraine;PEDIFIX, Corp;Mid Regions;AZ;151;7;3283;22981;1936,97;9422,21;41
5281;SO - 0001473;10.11.2014;Product 5;GUT930;Distributor;Lvov;Ukraine;Uriel Group;Mid Regions;AZ;513;7;2747;19229;1785,55;6730,15;35
5282;SO - 0001185;06.10.2014;Product 5;GUT930;Export;Lvov;Ukraine;Medsep Group;Mid Regions;AZ;511;7;3671,6;25701,2;1652,22;14135,66;55
5283;SO - 0006581;04.07.2016;Product 5;GUT930;Wholesale;Lvov;Ukraine;Llorens Ltd;Mid Regions;AZ;154;8;917,9;7343,2;670,067;1982,664;27
5284;SO - 0001690;01.12.2014;Product 5;GUT930;Distributor;Lvov;Ukraine;Linde;Mid Regions;AZ;513;8;2552,7;20421,6;1276,35;10210,8;50
5285;SO - 0007631;07.11.2016;Product 5;GUT930;Distributor;Lvov;Ukraine;Linde;Mid Regions;AZ;152;8;1018,4;8147,2;661,96;2851,52;35
5286;SO - 0002205;26.01.2015;Product 5;GUT930;Wholesale;Lvov;Ukraine;Trigen;Mid Regions;AZ;424;10;1105,5;11055;884,4;2211;20
5287;SO - 0005252;01.02.2016;Product 5;GUT930;Wholesale;Lvov;Ukraine;Nipro;Mid Regions;AZ;241;10;2505,8;25058;1603,712;9020,88;36
5288;SO - 0005963;25.04.2016;Product 5;GUT930;Distributor;Lvov;Ukraine;Ohio;Mid Regions;AZ;245;10;174,2;1742;130,65;435,5;25
5289;SO - 0006030;02.05.2016;Product 5;GUT930;Wholesale;Lvov;Ukraine;Fenwal, Corp;Mid Regions;AZ;241;11;3685;40535;2395,25;14187,25;35
5290;SO - 0006856;08.08.2016;Product 5;GUT930;Wholesale;Lvov;Ukraine;Ohio;Mid Regions;AZ;151;11;991,6;10907,6;644,54;3817,66;35
5291;SO - 0001869;22.12.2014;Product 5;GUT930;Distributor;Lvov;Ukraine;AuroMedics Corp;Mid Regions;AZ;425;12;6545,9;78550,8;2749,278;45559,464;58
5292;SO - 0002352;16.02.2015;Product 5;GUT930;Distributor;ATHINAI (Athens);Greece;Pure Group;Top Regions;AZ;421;5;1139;5695;626,45;2562,75;45
5293;SO - 000751;11.08.2014;Product 5;GUT930;Export;ATHINAI (Athens);Greece;Elorac, Corp;Top Regions;AZ;514;5;3242,8;16214;1459,26;8917,7;55
5294;SO - 000718;11.08.2014;Product 5;GUT930;Wholesale;ATHINAI (Athens);Greece;S.S.S. Group;Top Regions;AZ;514;6;3678,3;22069,8;2059,848;9710,712;44
5295;SO - 0002412;23.02.2015;Product 5;GUT930;Wholesale;ATHINAI (Athens);Greece;Uriel Group;Top Regions;AZ;424;6;1058,6;6351,6;719,848;2032,512;32
5296;SO - 000609;28.07.2014;Product 5;GUT930;Export;ATHINAI (Athens);Greece;ETUDE Ltd;Top Regions;AZ;511;6;2592,9;15557,4;1711,314;5289,516;34
5297;SO - 0001554;17.11.2014;Product 5;GUT930;Wholesale;ATHINAI (Athens);Greece;WakeFern;Top Regions;AZ;515;7;1125,6;7879,2;495,264;4412,352;56
5298;SO - 0004748;30.11.2015;Product 5;GUT930;Distributor;ATHINAI (Athens);Greece;Amylin Group;Top Regions;AZ;334;7;1132,3;7926,1;486,889;4517,877;57
5299;SO - 0003087;11.05.2015;Product 5;GUT930;Distributor;ATHINAI (Athens);Greece;S.S.S. Group;Top Regions;AZ;422;8;1695,1;13560,8;915,354;6237,968;46
5300;SO - 0002678;30.03.2015;Product 5;GUT930;Export;ATHINAI (Athens);Greece;Victory Ltd;Top Regions;AZ;424;8;830,8;6646,4;581,56;1993,92;30
5301;SO - 0001279;20.10.2014;Product 5;GUT930;Wholesale;ATHINAI (Athens);Greece;Nipro;Top Regions;AZ;513;9;5936,2;53425,8;3264,91;24041,61;45
5302;SO - 0006132;16.05.2016;Product 5;GUT930;Distributor;ATHINAI (Athens);Greece;21st Ltd;Top Regions;AZ;245;9;1005;9045;462,3;4884,3;54
5303;SO - 0007656;07.11.2016;Product 5;GUT930;Distributor;ATHINAI (Athens);Greece;Nipro;Top Regions;AZ;152;9;247,9;2231,1;143,782;937,062;42
5304;SO - 0007492;17.10.2016;Product 5;GUT930;Wholesale;ATHINAI (Athens);Greece;Linde;Top Regions;AZ;152;10;2981,5;29815;1759,085;12224,15;41
5305;SO - 0006104;09.05.2016;Product 5;GUT930;Distributor;ATHINAI (Athens);Greece;OHTA'S Corp;Top Regions;AZ;243;10;3999,9;39999;2119,947;18799,53;47
5306;SO - 0007389;10.10.2016;Product 5;GUT930;Distributor;ATHINAI (Athens);Greece;Elorac, Corp;Top Regions;AZ;153;10;2458,9;24589;2016,298;4426,02;18
5307;SO - 0006458;20.06.2016;Product 5;GUT930;Wholesale;ATHINAI (Athens);Greece;OHTA'S Corp;Top Regions;AZ;242;11;1889,4;20783,4;1265,898;6858,522;33
5308;SO - 0004214;28.09.2015;Product 5;GUT930;Distributor;ATHINAI (Athens);Greece;Elorac, Corp;Top Regions;AZ;335;11;3886;42746;1554,4;25647,6;60
5309;SO - 0006660;11.07.2016;Product 5;GUT930;Wholesale;Salonika;Greece;Sundial;Lower Regions;AZ;153;5;6083,6;30418;2980,964;15513,18;51
5310;SO - 0003964;31.08.2015;Product 5;GUT930;Wholesale;Salonika;Greece;PEDIFIX, Corp;Lower Regions;AZ;332;8;3932,9;31463,2;2792,359;9124,328;29
5311;SO - 0006457;20.06.2016;Product 5;GUT930;Wholesale;Salonika;Greece;Ole Group;Lower Regions;AZ;242;8;3959,7;31677,6;1663,074;18373,008;58
5312;SO - 0003313;08.06.2015;Product 5;GUT930;Wholesale;Salonika;Greece;New Ltd;Lower Regions;AZ;425;9;1051,9;9467,1;462,836;5301,576;56
5313;SO - 0003473;29.06.2015;Product 5;GUT930;Wholesale;Salonika;Greece;Pacific Ltd;Lower Regions;AZ;331;10;2412;24120;2026,08;3859,2;16
5314;SO - 0004600;16.11.2015;Product 5;GUT930;Wholesale;Salonika;Greece;Eminence Corp;Lower Regions;AZ;335;10;3979,8;39798;2666,466;13133,34;33
5315;SO - 000191;09.06.2014;Product 5;GUT930;Distributor;Salonika;Greece;Ohio;Lower Regions;AZ;511;10;3430,4;34304;1989,632;14407,68;42
5316;SO - 000509;14.07.2014;Product 5;GUT930;Distributor;Salonika;Greece;Ei;Lower Regions;AZ;512;10;241,2;2412;154,368;868,32;36
5317;SO - 0007775;21.11.2016;Product 5;GUT930;Distributor;Salonika;Greece;Trigen;Lower Regions;AZ;154;11;3229,4;35523,4;1679,288;17051,232;48
5318;SO - 0003104;18.05.2015;Product 5;GUT930;Wholesale;STOCKHOLM;Sweden;Winthrop;Top Regions;AZ;422;5;1112,2;5561;934,248;889,76;16
5319;SO - 0005728;28.03.2016;Product 5;GUT930;Distributor;STOCKHOLM;Sweden;Ei;Top Regions;AZ;244;5;871;4355;444,21;2133,95;49
5320;SO - 0003281;08.06.2015;Product 5;GUT930;Wholesale;STOCKHOLM;Sweden;Ohio;Top Regions;AZ;425;6;5775,4;34652,4;3580,748;13167,912;38
5321;SO - 0005957;25.04.2016;Product 5;GUT930;Distributor;STOCKHOLM;Sweden;AuroMedics Corp;Top Regions;AZ;245;6;3986,5;23919;2710,82;7654,08;32
5322;SO - 0004140;21.09.2015;Product 5;GUT930;Wholesale;STOCKHOLM;Sweden;Pacific Ltd;Top Regions;AZ;334;7;1125,6;7879,2;821,688;2127,384;27
5323;SO - 0001429;03.11.2014;Product 5;GUT930;Distributor;STOCKHOLM;Sweden;Amylin Group;Top Regions;AZ;513;8;1179,2;9433,6;978,736;1603,712;17
5324;SO - 000238;16.06.2014;Product 5;GUT930;Wholesale;STOCKHOLM;Sweden;New Ltd;Top Regions;AZ;512;9;737;6633;456,94;2520,54;38
5325;SO - 0001808;15.12.2014;Product 5;GUT930;Wholesale;STOCKHOLM;Sweden;Pure Group;Top Regions;AZ;422;9;5467,2;49204,8;2241,552;29030,832;59
5326;SO - 0001818;22.12.2014;Product 5;GUT930;Wholesale;STOCKHOLM;Sweden;Llorens Ltd;Top Regions;AZ;425;9;6224,3;56018,7;4170,281;18486,171;33
5327;SO - 0006520;27.06.2016;Product 5;GUT930;Wholesale;STOCKHOLM;Sweden;Ei;Top Regions;AZ;242;11;3088,7;33975,7;1945,881;12571,009;37
5328;SO - 0003705;27.07.2015;Product 5;GUT930;Wholesale;STOCKHOLM;Sweden;Prasco Group;Top Regions;AZ;334;12;1989,9;23878,8;1591,92;4775,76;20
5329;SO - 0006387;13.06.2016;Product 5;GUT930;Wholesale;STOCKHOLM;Sweden;ETUDE Ltd;Top Regions;AZ;242;12;3242,8;38913,6;1751,112;17900,256;46
5330;SO - 000403;07.07.2014;Product 5;GUT930;Distributor;STOCKHOLM;Sweden;Linde;Top Regions;AZ;513;12;1085,4;13024,8;792,342;3516,696;27
5331;SO - 000896;01.09.2014;Product 5;GUT930;Wholesale;Krak?w;Poland;Fenwal, Corp;Top Regions;AZ;511;5;2653,2;13266;2069,496;2918,52;22
5332;SO - 0003696;27.07.2015;Product 5;GUT930;Distributor;Krak?w;Poland;S.S.S. Group;Top Regions;AZ;334;5;3986,5;19932,5;3149,335;4185,825;21
5333;SO - 0004121;14.09.2015;Product 5;GUT930;Distributor;Krak?w;Poland;Apotheca, Ltd;Top Regions;AZ;333;5;180,9;904,5;113,967;334,665;37
5334;SO - 0005515;29.02.2016;Product 5;GUT930;Distributor;Krak?w;Poland;E. Ltd;Top Regions;AZ;241;5;3872,6;19363;1897,574;9875,13;51
5335;SO - 0003298;08.06.2015;Product 5;GUT930;Distributor;Krak?w;Poland;Apollo Ltd;Top Regions;AZ;425;6;5152,3;30913,8;3452,041;10201,554;33
5336;SO - 0005148;18.01.2016;Product 5;GUT930;Export;Krak?w;Poland;Niconovum Corp;Top Regions;AZ;242;6;6130,5;36783;3310,47;16920,18;46
5337;SO - 000207;09.06.2014;Product 5;GUT930;Wholesale;Krak?w;Poland;Ole Group;Top Regions;AZ;511;7;1855,9;12991,3;1447,602;2858,086;22
5338;SO - 0005792;04.04.2016;Product 5;GUT930;Wholesale;Krak?w;Poland;Burt's Corp;Top Regions;AZ;244;7;221,1;1547,7;161,403;417,879;27
5339;SO - 0006997;22.08.2016;Product 5;GUT930;Wholesale;Krak?w;Poland;Ei;Top Regions;AZ;153;7;5654,8;39583,6;3279,784;16625,112;42
5340;SO - 0002765;06.04.2015;Product 5;GUT930;Distributor;Krak?w;Poland;Wuxi Group;Top Regions;AZ;424;7;167,5;1172,5;139,025;199,325;17
5341;SO - 0003125;18.05.2015;Product 5;GUT930;Wholesale;Krak?w;Poland;Medline;Top Regions;AZ;422;8;2592,9;20743,2;1348,308;9956,736;48
5342;SO - 0003287;08.06.2015;Product 5;GUT930;Distributor;Krak?w;Poland;Eminence Corp;Top Regions;AZ;425;8;6210,9;49687,2;4409,739;14409,288;29
5343;SO - 000140;02.06.2014;Product 5;GUT930;Wholesale;Krak?w;Poland;Mylan Corp;Top Regions;AZ;515;9;1132,3;10190,7;486,889;5808,699;57
5344;SO - 0006164;16.05.2016;Product 5;GUT930;Distributor;Krak?w;Poland;ETUDE Ltd;Top Regions;AZ;245;10;3979,8;39798;3303,234;6765,66;17
5345;SO - 0007525;24.10.2016;Product 5;GUT930;Export;Krak?w;Poland;Wuxi Group;Top Regions;AZ;152;10;1333,3;13333;533,32;7999,8;60
5346;SO - 0006692;18.07.2016;Product 5;GUT930;Wholesale;Krak?w;Poland;U.S. Ltd;Top Regions;AZ;154;11;3819;42009;2711,49;12182,61;29
